Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bota-coturno-masculino-feminino-em-couro-verde-verde+militar-RCP-0105-192-1,655",1,49,49,49,0.00,0.000%,20.40816,814.49,13.07,40868.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /clients-configuration/netshoes_prescript.js-1,662",1,74,74,74,0.00,0.000%,13.51351,43.11,5.69,3267.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /clients-configuration/netshoes_prescript.js-1,663",1,23,23,23,0.00,0.000%,43.47826,138.71,18.30,3267.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /clients-configuration/netshoes_prescript.js-1,661",1,18,18,18,0.00,0.000%,55.55556,177.25,23.38,3267.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /clients-configuration/netshoes_prescript.js-1,659",1,18,18,18,0.00,0.000%,55.55556,177.25,23.38,3267.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1853494844&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-masculino-feminino-em-couro-verde-verde%2Bmilitar-RCP-0105-192&dp=%2Fbota-coturno-masculino-feminino-em-couro-verde-verde%2Bmilitar-RCP-0105-192&ul=pt-br&de=UTF-8&dt=Bota%20Coturno%20Masculino%20Feminino%20em%20Couro%20Verde%20-%20Verde%20Militar%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1680x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248903674&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=PDP&cd17=%2Fbota-coturno-masculino-feminino-em-couro-verde-verde%2Bmilitar-RCP-0105-192&cd18=&cd19=product%20detail&cd43=Casual&z=1341736064-1,656",1,63,63,63,0.00,0.000%,15.87302,9.66,21.33,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1497234746&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-masculino-com-cadarco-detalhe-costura-sola-borracha-tratorada-preto-GH1-0228-006&dp=%2Fbota-coturno-masculino-com-cadarco-detalhe-costura-sola-borracha-tratorada-preto-GH1-0228-006&ul=pt-br&de=UTF-8&dt=Bota%20Coturno%20Masculino%20com%20Cadar%C3%A7o%20Detalhe%20Costura%20Sola%20Borracha%20Tratorada%20-%20Preto%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1680x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248902816&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=PDP&cd17=%2Fbota-coturno-masculino-com-cadarco-detalhe-costura-sola-borracha-tratorada-preto-GH1-0228-006&cd18=&cd19=product%20detail&cd43=Casual&z=462007724-1,658",1,68,68,68,0.00,0.000%,14.70588,8.95,20.94,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=125488&ck=1&ref=https://www.netshoes.com.br/botas/feminino-1,657",1,187,187,187,0.00,0.000%,5.34759,2.13,3.45,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=130055&ck=1&ref=https://www.netshoes.com.br/botas/masculino-1,660",1,190,190,190,0.00,0.000%,5.26316,2.09,6.13,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,664",1,80,80,80,0.00,0.000%,12.50000,8.28,6.62,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,665",1,79,79,79,0.00,0.000%,12.65823,8.38,6.74,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /782/styles_v4.css-1,666",1,18,18,18,0.00,0.000%,55.55556,67.55,22.73,1245.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /font/stores/fontRuler/styles.css-1,667",1,18,18,18,0.00,0.000%,55.55556,49.59,23.55,914.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/images/ncard-vertical-mini.png-1,669",1,16,16,16,0.00,0.000%,62.50000,69.34,32.10,1136.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bnn/l_netshoes/2018-05-25/3794_frete-gratis.gif-1,670",1,17,17,17,0.00,0.000%,58.82353,171.76,30.16,2990.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=131062&ck=1&ref=https://www.netshoes.com.br/botas/masculino-1,674",1,179,179,179,0.00,0.000%,5.58659,2.22,3.80,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_thumb1.jpg-1,668",1,24,24,24,0.00,0.000%,41.66667,48.83,24.21,1200.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /seo/content/J7D-0013-1,677",1,16,16,16,0.00,0.000%,62.50000,42.30,44.92,693.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/J7D-0013-006-1,678",1,353,353,353,0.00,0.000%,2.83286,3.08,1.90,1115.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /countdown/J7D-0013-006-1,679",1,29,29,29,0.00,0.000%,34.48276,25.32,24.85,752.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/J7D-0013-006-1,680",1,49,49,49,0.00,0.000%,20.40816,22.22,13.71,1115.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /seo/content/RCP-0105-1,683",1,24,24,24,0.00,0.000%,41.66667,28.20,28.61,693.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lojista/preview/cm-calcados-1,681",1,17,17,17,0.00,0.000%,58.82353,62.10,42.68,1081.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,685",1,42,42,42,0.00,0.000%,23.80952,22.74,16.83,978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom6.jpg-1,673",1,20,20,20,0.00,0.000%,50.00000,118.85,29.05,2434.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,671",1,18,18,18,0.00,0.000%,55.55556,1907.88,32.28,35166.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /v4/fullHashes:find-1,682",1,97,97,97,0.00,0.000%,10.30928,7.05,6.69,700.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom5.jpg-1,672",1,22,22,22,0.00,0.000%,45.45455,190.03,26.41,4281.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,675",1,19,19,19,0.00,0.000%,52.63158,167.61,30.58,3261.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/RCP-0105-192-1,690",1,90,90,90,0.00,0.000%,11.11111,12.23,7.11,1127.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,676",1,21,21,21,0.00,0.000%,47.61905,1635.32,27.67,35166.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,688",1,1060,1060,1060,0.00,0.000%,.94340,14.88,0.67,16149.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/svg/info-ico.svg-1,694",1,62,62,62,0.00,0.000%,16.12903,18.00,8.46,1143.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/RCP-0105-192-1,693",1,118,118,118,0.00,0.000%,8.47458,9.23,5.42,1115.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,687",1,507,507,507,0.00,0.000%,1.97239,26.24,1.40,13622.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,686",1,1114,1114,1114,0.00,0.000%,.89767,11.96,0.63,13639.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /countdown/RCP-0105-192-1,696",1,15,15,15,0.00,0.000%,66.66667,48.44,45.90,744.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations/buytogether-1,689",1,976,976,976,0.00,0.000%,1.02459,1.29,0.80,1294.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /stock-1,698",1,101,101,101,0.00,0.000%,9.90099,10.66,6.52,1103.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lojista/preview/kesper-1,700",1,15,15,15,0.00,0.000%,66.66667,84.24,45.90,1294.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom2.jpg-1,684",1,15,15,15,0.00,0.000%,66.66667,162.96,38.74,2503.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,701",1,50,50,50,0.00,0.000%,20.00000,19.10,13.50,978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom4.jpg-1,691",1,22,22,22,0.00,0.000%,45.45455,134.19,26.41,3023.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gtm.js-1,704",1,139,139,139,0.00,0.000%,7.19424,821.84,2.87,116978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom1.jpg-1,695",1,14,14,14,0.00,0.000%,71.42857,191.89,46.67,2751.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gtm.js-1,703",1,152,152,152,0.00,0.000%,6.57895,717.71,2.62,111710.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/RCP-0105-192-1,707",1,373,373,373,0.00,0.000%,2.68097,2.92,1.71,1115.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /seo/content/RCP-0105-1,709",1,30,30,30,0.00,0.000%,33.33333,22.56,22.88,693.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,705",1,1867,1867,1867,0.00,0.000%,.53562,8.38,0.36,16021.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom3.jpg-1,692",1,19,19,19,0.00,0.000%,52.63158,152.91,30.58,2975.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom2.jpg-1,697",1,21,21,21,0.00,0.000%,47.61905,109.24,31.11,2349.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,702",1,3328,3328,3328,0.00,0.000%,.30048,3.99,0.20,13613.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/hotjar-58506.js-1,711",1,66,66,66,0.00,0.000%,15.15152,42.21,5.95,2853.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,710",1,62,62,62,0.00,0.000%,16.12903,212.39,10.92,13484.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom3.jpg-1,699",1,23,23,23,0.00,0.000%,43.47826,89.38,28.41,2105.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /countdown/RCP-0105-192-1,715",1,14,14,14,0.00,0.000%,71.42857,51.90,49.18,744.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /wishlist/RCP-0105-192-1,714",1,58,58,58,0.00,0.000%,17.24138,18.77,11.03,1115.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations/buytogether-1,708",1,2803,2803,2803,0.00,0.000%,.35676,2.81,0.27,8053.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom4.jpg-1,706",1,17,17,17,0.00,0.000%,58.82353,151.37,38.43,2635.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1315262285&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dbottom&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dbottom&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=1306x416&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248912064&_u=AAECAEABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=undefined&cd17=undefined&z=1536233159-1,716",1,105,105,105,0.00,0.000%,9.52381,5.79,12.18,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/images/ncard-vertical-mini.png-1,718",1,14,14,14,0.00,0.000%,71.42857,79.24,38.99,1136.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /stock-1,719",1,51,51,51,0.00,0.000%,19.60784,21.43,12.91,1119.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom5.jpg-1,712",1,14,14,14,0.00,0.000%,71.42857,171.67,46.67,2461.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lojista/preview/kesper-1,721",1,19,19,19,0.00,0.000%,52.63158,66.51,36.24,1294.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom6.jpg-1,713",1,13,13,13,0.00,0.000%,76.92308,198.99,50.26,2649.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom1.jpg-1,717",1,23,23,23,0.00,0.000%,43.47826,1263.84,28.41,29766.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_thumb1.jpg-1,720",1,14,14,14,0.00,0.000%,71.42857,82.31,46.67,1180.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,722",1,344,344,344,0.00,0.000%,2.90698,38.66,1.96,13618.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-com-cadarco-detalhe-costura-sola-borracha-tratorada/06/GH1-0228-006/GH1-0228-006_zoom2.jpg-1,723",1,16,16,16,0.00,0.000%,62.50000,133.48,39.25,2187.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-com-cadarco-detalhe-costura-sola-borracha-tratorada/06/GH1-0228-006/GH1-0228-006_zoom3.jpg-1,727",1,14,14,14,0.00,0.000%,71.42857,135.39,44.85,1941.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/svg/info-ico.svg-1,729",1,13,13,13,0.00,0.000%,76.92308,85.86,40.34,1143.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,733",1,47,47,47,0.00,0.000%,21.27660,20.24,14.36,974.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1414307948&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DRCP-0105-192%26position%3Dtop&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DRCP-0105-192%26position%3Dtop&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248912769&_u=AAECAEABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=undefined&cd17=undefined&z=220909861-1,732",1,69,69,69,0.00,0.000%,14.49275,8.82,18.33,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1808603477&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dtop&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dtop&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248912901&_u=AAECAEABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=undefined&cd17=undefined&z=1201869848-1,726",1,64,64,64,0.00,0.000%,15.62500,9.51,19.78,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,725",1,145,145,145,0.00,0.000%,6.89655,5.07,2.65,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,731",1,788,788,788,0.00,0.000%,1.26904,20.04,0.86,16167.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frame-image-br/bg.png-1,734",1,163,163,163,0.00,0.000%,6.13497,3.09,3.47,516.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/04/J7D-0013-304/J7D-0013-304_thumb1.jpg-1,728",1,18,18,18,0.00,0.000%,55.55556,68.58,36.30,1264.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,735",1,21,21,21,0.00,0.000%,47.61905,530.09,18.74,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=2038477051&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DRCP-0105-192%26position%3Dmiddle&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DRCP-0105-192%26position%3Dmiddle&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248913498&_u=AAECAEABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=undefined&cd17=undefined&z=276038756-1,736",1,66,66,66,0.00,0.000%,15.15152,9.22,19.25,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1409304927&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dmiddle&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DJ7D-0013-006%26position%3Dmiddle&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248913768&_u=AAECAEABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=undefined&cd17=undefined&z=730948607-1,737",1,69,69,69,0.00,0.000%,14.49275,8.82,18.41,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations/buytogether-1,724",1,790,790,790,0.00,0.000%,1.26582,9.95,0.94,8046.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,738",1,144,144,144,0.00,0.000%,6.94444,5.53,5.33,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /__utm.gif-1,740",1,26,26,26,0.00,0.000%,38.46154,22.61,40.83,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,742",1,66,66,66,0.00,0.000%,15.15152,7.09,31.81,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,741",1,137,137,137,0.00,0.000%,7.29927,5.37,2.81,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,743",1,19,19,19,0.00,0.000%,52.63158,167.61,30.58,3261.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom2.jpg-1,744",1,14,14,14,0.00,0.000%,71.42857,174.60,41.50,2503.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom3.jpg-1,745",1,44,44,44,0.00,0.000%,22.72727,66.03,13.21,2975.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom4.jpg-1,746",1,23,23,23,0.00,0.000%,43.47826,128.35,25.26,3023.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/CheckActiveAccount-1,739",1,143,143,143,0.00,0.000%,6.99301,2.99,3.00,438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frame-image-br/bg.png-1,747",1,49,49,49,0.00,0.000%,20.40816,10.28,12.12,516.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom1.jpg-1,750",1,22,22,22,0.00,0.000%,45.45455,1560.99,26.41,35166.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,749",1,119,119,119,0.00,0.000%,8.40336,5.56,4.21,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /recommendations-1,730",1,75,75,75,0.00,0.000%,13.33333,175.57,9.02,13484.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,752",1,21,21,21,0.00,0.000%,47.61905,530.09,18.74,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /g/collect?v=2&tid=G-NTVFCZ48DQ&gtm=2oeaq0&_p=1414307948&_gaz=1&cid=1390793279.1667239669&ul=pt-br&sr=1680x1050&ir=1&_eu=EA&_s=1&sid=1667247495&sct=2&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dca5b6f6d-429a-4513-bcda-6accfb949c4f%26productId%3DRCP-0105-192%26position%3Dtop&dr=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-masculino-feminino-em-couro-verde-verde%2Bmilitar-RCP-0105-192&dt=&en=page_view-1,751",1,114,114,114,0.00,0.000%,8.77193,4.71,8.31,550.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-masculino-feminino-em-couro-verde/92/RCP-0105-192/RCP-0105-192_zoom5.jpg-1,754",1,26,26,26,0.00,0.000%,38.46154,160.79,22.35,4281.0
