Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/D12-2126-010/lazy-1,270",1,50,50,50,0.00,0.000%,20.00000,11.74,14.67,601.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/D12-2126-026/lazy-1,268",1,62,62,62,0.00,0.000%,16.12903,9.51,11.83,604.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/D12-2126-028/lazy-1,266",1,43,43,43,0.00,0.000%,23.25581,13.60,17.06,599.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/HZM-2917-112/lazy-1,269",1,42,42,42,0.00,0.000%,23.80952,13.97,17.46,601.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bone-infantil-nike-aba-curva-stapback-h86-cap-metal-swoosh/12/HZM-2917-112/HZM-2917-112_zoom1.jpg-1,272",1,50,50,50,0.00,0.000%,20.00000,49.55,12.64,2537.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bone-infantil-nike-aba-curva-featherlight/10/D12-2126-010/D12-2126-010_zoom1.jpg-1,273",1,27,27,27,0.00,0.000%,37.03704,160.12,22.79,4427.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,271",1,101,101,101,0.00,0.000%,9.90099,14.75,15.24,1525.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bermuda-moletinho-marvel-spider-man-masculina/06/Q58-0371-006/Q58-0371-006_zoom1.jpg-1,249",1,32,32,32,0.00,0.000%,31.25000,193.63,19.99,6345.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/camiseta-infantil-marvel-spider-man-menino/16/Q58-0635-016/Q58-0635-016_zoom1.jpg-1,252",1,40,40,40,0.00,0.000%,25.00000,245.63,15.92,10061.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lst/bota-calcado-infantil-1,274",1,368,368,368,0.00,100.000%,2.71739,91.07,1.93,34317.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,275",1,64,64,64,0.00,0.000%,15.62500,14.92,11.46,978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=2027025212&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Flst%2Fbota-calcado-infantil%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-CAL-botas%26psn%3DMenu_Top&dp=%2Flst%2Fbota-calcado-infantil%3Fgenero%3Dmenino%2Cmenina%2Cbebe-menino%2Cbebe-menina%26mi%3Dhm_ger_mntop_CR-CAL-botas%26psn%3DMenu_Top%26nsCat%3DArtificial&ul=pt-br&de=UTF-8&dt=Bota%20Infantil%20-%20Compre%20Bota%20Infantil%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248270704&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=%2Flst%2Fbota-calcado-infantil&cd17=%2Flst%2Fbota-calcado-infantil&cd18=&cd19=&cd22=0&cd23=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26amp%3Bgclsrc%3Daw.ds&cd43=&z=173128320-1,276",1,71,71,71,0.00,0.000%,14.08451,8.57,21.98,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,277",1,109,109,109,0.00,0.000%,9.17431,10.64,3.87,1188.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,278",1,74,74,74,0.00,0.000%,13.51351,10.56,5.66,800.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,279",1,135,135,135,0.00,0.000%,7.40741,11.18,11.56,1545.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lst/calcas-roupa-infantil-1,280",1,470,470,470,0.00,100.000%,2.12766,71.16,1.51,34247.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,282",1,77,77,77,0.00,0.000%,12.98701,12.40,9.54,978.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=463718046&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Flst%2Fcalcas-roupa-infantil%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-ROU-calcas%26psn%3DMenu_Top&dp=%2Flst%2Fcalcas-roupa-infantil%3Fgenero%3Dmenino%2Cmenina%2Cbebe-menino%2Cbebe-menina%26mi%3Dhm_ger_mntop_CR-ROU-calcas%26psn%3DMenu_Top%26nsCat%3DArtificial&ul=pt-br&de=UTF-8&dt=Cal%C3%A7a%20Infantil%20-%20Compre%20Cal%C3%A7a%20Infantil%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248275520&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=%2Flst%2Fcalcas-roupa-infantil&cd17=%2Flst%2Fcalcas-roupa-infantil&cd18=&cd19=&cd22=0&cd23=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26amp%3Bgclsrc%3Daw.ds&cd43=&z=869129182-1,281",1,69,69,69,0.00,0.000%,14.49275,8.82,22.80,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,283",1,104,104,104,0.00,0.000%,9.61538,14.52,15.23,1546.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /canonical.html-1,284",1,21,21,21,0.00,0.000%,47.61905,13.86,15.07,298.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,286",1,17,17,17,0.00,0.000%,58.82353,12.41,18.73,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,285",1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /canonical.html-1,290",1,15,15,15,0.00,0.000%,66.66667,19.40,21.09,298.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=795287&ck=1&ref=https://www.netshoes.com.br/recommendations-1,289",1,243,243,243,0.00,0.000%,4.11523,1.64,2.63,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=797833&ck=1&ref=https://www.netshoes.com.br/-1,287",1,197,197,197,0.00,0.000%,5.07614,2.02,3.07,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=795249&ck=1&ref=https://www.netshoes.com.br/recommendations-1,288",1,210,210,210,0.00,0.000%,4.76190,1.89,3.05,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,291",1,23,23,23,0.00,0.000%,43.47826,9.17,13.84,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,292",1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /metadata-1,293",1,36,36,36,0.00,0.000%,27.77778,29.49,49.45,1087.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /metadata-1,299",1,36,36,36,0.00,0.000%,27.77778,54.63,92.07,2014.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,295",1,193,193,193,0.00,0.000%,5.18135,3.11,4.77,615.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /getconfig/sodar-1,294",1,110,110,110,0.00,0.000%,9.09091,105.25,4.23,11855.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,296",1,177,177,177,0.00,0.000%,5.64972,3.39,5.08,615.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=791135&ck=1&ref=https://www.netshoes.com.br/recommendations-1,298",1,186,186,186,0.00,0.000%,5.37634,2.14,5.26,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /getconfig/sodar-1,297",1,86,86,86,0.00,0.000%,11.62791,132.37,5.41,11657.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pushnews-sw.js-1,300",1,25,25,25,0.00,0.000%,40.00000,37.70,22.19,965.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pushnews-sw.js-1,314",1,15,15,15,0.00,0.000%,66.66667,62.83,35.61,965.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=31295&ck=1&ref=https://www.netshoes.com.br/lst/calcas-roupa-infantil-1,303",1,189,189,189,0.00,0.000%,5.29101,2.10,3.49,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=800398&ck=1&ref=https://www.netshoes.com.br/recommendations-1,302",1,199,199,199,0.00,0.000%,5.02513,2.00,3.21,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=818542&ck=1&ref=https://www.netshoes.com.br/-1,330",1,184,184,184,0.00,0.000%,5.43478,2.16,4.09,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=818524&ck=1&ref=https://www.netshoes.com.br/-1,333",1,174,174,174,0.00,0.000%,5.74713,2.28,7.71,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=815471&ck=1&ref=https://www.netshoes.com.br/recommendations-1,334",1,196,196,196,0.00,0.000%,5.10204,2.03,6.40,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=815393&ck=1&ref=https://www.netshoes.com.br/recommendations-1,336",1,183,183,183,0.00,0.000%,5.46448,2.17,6.85,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lst/tenis-calcado-infantil-1,340",1,289,289,289,0.00,100.000%,3.46021,115.95,2.46,34315.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,309",1,42,42,42,0.00,0.000%,23.80952,8.30,21.97,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,311",1,15,15,15,0.00,0.000%,66.66667,23.24,73.31,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,310",1,14,14,14,0.00,0.000%,71.42857,24.90,71.08,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,312",1,14,14,14,0.00,0.000%,71.42857,24.90,60.90,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,317",1,17,17,17,0.00,0.000%,58.82353,34.58,95.36,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,327",1,14,14,14,0.00,0.000%,71.42857,41.99,113.14,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,326",1,15,15,15,0.00,0.000%,66.66667,39.19,157.03,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,328",1,15,15,15,0.00,0.000%,66.66667,39.19,108.72,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /oct.js-1,322",1,41,41,41,0.00,0.000%,24.39024,379.05,9.31,15914.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1460069144&t=event&ni=1&_s=2&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbones%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-ACE-bones%26psn%3DMenu_Top&ul=pt-br&de=UTF-8&dt=Bon%C3%A9s%20de%20Aba%20Reta%20ou%20Curva%20-%20Comprar%20em%20Oferta%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=microconversao&ea=inicio&el=catalogo&ev=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248322903&_u=SCECAAILSAAAiCAMI~&jid=1363907559&gjid=7500192&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_r=1&z=1911336263-1,318",1,65,65,65,0.00,0.000%,15.38462,9.36,19.14,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /r/__utm.gif-1,306",1,104,104,104,0.00,0.000%,9.61538,5.54,11.04,590.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,323",1,111,111,111,0.00,0.000%,9.00901,100.29,3.55,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /get.php-1,308",1,197,197,197,0.00,0.000%,5.07614,2.57,2.15,519.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,346",1,239,239,239,0.00,0.000%,4.18410,3.33,1.77,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,338",1,37,37,37,0.00,0.000%,27.02703,300.86,10.64,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,304",1,137,137,137,0.00,0.000%,7.29927,5.82,7.16,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,307",1,136,136,136,0.00,0.000%,7.35294,5.41,2.83,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,332",1,145,145,145,0.00,0.000%,6.89655,5.50,6.88,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,349",1,144,144,144,0.00,0.000%,6.94444,5.53,2.94,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,335",1,210,210,210,0.00,0.000%,4.76190,3.50,1.83,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /114782.ct.js-1,348",1,92,92,92,0.00,100.000%,10.86957,16.23,0.00,1529.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,324",1,102,102,102,0.00,0.000%,9.80392,7.57,4.11,791.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,325",1,74,74,74,0.00,0.000%,13.51351,16.79,5.70,1272.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /showcase-1,339",1,459,459,459,0.00,0.000%,2.17865,4.54,1.93,2134.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sa/me-1,305",1,155,155,155,0.00,0.000%,6.45161,4.13,3.20,655.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /showcase-1,320",1,151,151,151,0.00,0.000%,6.62252,14.16,8.33,2190.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,337",1,75,75,75,0.00,0.000%,13.33333,11.39,5.59,875.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /lst/sapatilha-calcado-infantil-1,355",1,449,449,449,0.00,100.000%,2.22717,74.62,1.60,34309.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,341",1,89,89,89,0.00,0.000%,11.23596,14.76,4.74,1345.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /94f77506-25ad-493e-8719-4d2bb5aa5625.json-1,316",1,399,399,399,0.00,0.000%,2.50627,7.27,1.21,2971.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /94f77506-25ad-493e-8719-4d2bb5aa5625.json-1,301",1,382,382,382,0.00,0.000%,2.61780,7.59,1.27,2969.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /canonical.html-1,353",1,28,28,28,0.00,0.000%,35.71429,10.39,11.30,298.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/CheckActiveAccount-1,319",1,579,579,579,0.00,0.000%,1.72712,0.74,0.74,438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /aperture/aperture.js-1,329",1,81,81,81,0.00,0.000%,12.34568,167.14,4.82,13863.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,345",1,537,537,537,0.00,0.000%,1.86220,2.58,4.19,1421.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-1,350",1,71,71,71,0.00,0.000%,14.08451,34.30,5.58,2494.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-1,352",1,16,16,16,0.00,0.000%,62.50000,152.22,24.78,2494.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /aperture/aperture.js-1,342",1,21,21,21,0.00,0.000%,47.61905,644.67,18.60,13863.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=683209870&t=event&ni=1&_s=2&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%2Finfantil-avengers%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-PER-avengers%26psn%3DMenu_Top&ul=pt-br&de=UTF-8&dt=Menino%20-%20Compre%20J%C3%A1%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=microconversao&ea=inicio&el=catalogo&ev=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248320912&_u=SCECAAILSAAAiCAMI~&jid=815246704&gjid=380411832&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_r=1&z=1151859923-1,331",1,71,71,71,0.00,0.000%,14.08451,8.57,17.29,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /oct.js-1,362",1,81,81,81,0.00,0.000%,12.34568,191.86,4.71,15914.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /r/__utm.gif-1,313",1,112,112,112,0.00,0.000%,8.92857,5.14,10.40,590.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/CheckActiveAccount-1,315",1,145,145,145,0.00,0.000%,6.89655,2.95,2.96,438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,321",1,695,695,695,0.00,0.000%,1.43885,1.99,3.31,1419.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-1,351",1,122,122,122,0.00,0.000%,8.19672,16.92,10.54,2114.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/events.js-1,343",1,431,431,431,0.00,0.000%,2.32019,116.25,0.99,51307.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /datakeeper/acquireBrowserId-1,357",1,430,430,430,0.00,0.000%,2.32558,1.97,1.13,869.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /datakeeper/acquireTestGroup-1,354",1,154,154,154,0.00,0.000%,6.49351,5.67,3.16,894.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sodar/sodar2.js-1,361",1,200,200,200,0.00,0.000%,5.00000,36.32,1.97,7438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/events.js-1,347",1,177,177,177,0.00,0.000%,5.64972,282.35,2.42,51175.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /sodar/sodar2.js-1,356",1,215,215,215,0.00,0.000%,4.65116,32.79,1.83,7218.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /datakeeper/acquireBrowserId-1,359",1,154,154,154,0.00,0.000%,6.49351,5.52,3.16,870.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,364",1,38,38,38,0.00,0.000%,26.31579,5.55,8.38,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /success.txt-1,363",1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /114782.ct.js-1,344",1,34,34,34,0.00,100.000%,29.41176,43.92,0.00,1529.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /datakeeper/acquireTestGroup-1,360",1,146,146,146,0.00,0.000%,6.84932,5.99,3.34,895.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-1,358",1,102,102,102,0.00,0.000%,9.80392,20.89,17.09,2182.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,365",1,32,32,32,0.00,0.000%,31.25000,18.37,73.24,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,366",1,14,14,14,0.00,0.000%,71.42857,41.99,113.91,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,368",1,367,367,367,0.00,0.000%,2.72480,2.63,2.02,990.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/hotjar-58506.js-1,367",1,36,36,36,0.00,0.000%,27.77778,77.37,10.90,2852.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /c/hotjar-58506.js-1,369",1,20,20,20,0.00,0.000%,50.00000,139.26,19.63,2852.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /minicart-1,370",1,53,53,53,0.00,0.000%,18.86792,18.24,13.86,990.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1931815517&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Flst%2Ftenis-calcado-infantil%3Fgenero%3Dmenino%26genero%3Dmenina%26genero%3Dbebe-menino%26genero%3Dbebe-menina%26mi%3Dhm_ger_mntop_CR-CAL-tenis%26psn%3DMenu_Top&dp=%2Flst%2Ftenis-calcado-infantil%3Fgenero%3Dmenino%2Cmenina%2Cbebe-menino%2Cbebe-menina%26mi%3Dhm_ger_mntop_CR-CAL-tenis%26psn%3DMenu_Top%26nsCat%3DArtificial&ul=pt-br&de=UTF-8&dt=T%C3%AAnis%20Infantil%20-%20Compre%20T%C3%AAnis%20Infantil%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248329872&_u=AAECAAABSAAAiCAAI~&jid=&gjid=&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_slc=1&cd16=%2Flst%2Ftenis-calcado-infantil&cd17=%2Flst%2Ftenis-calcado-infantil&cd18=&cd19=&cd22=0&cd23=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26amp%3Bgclsrc%3Daw.ds&cd43=&z=1006154438-1,371",1,70,70,70,0.00,0.000%,14.28571,8.69,22.53,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,372",1,105,105,105,0.00,0.000%,9.52381,10.72,4.02,1153.0
