Rótulo,# Amostras,Média,Mín.,Máx.,Desvio Padrão,% de Erro,Vazão,KB/s,Sent KB/sec,Média de Bytes
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=600653&ck=1&ref=https://www.netshoes.com.br/busca-493,1,200,200,200,0.00,0.000%,5.00000,1.99,3.40,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=598627&ck=1&ref=https://www.netshoes.com.br/busca-494,1,196,196,196,0.00,0.000%,5.10204,2.03,5.95,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /-495,1,5840,5840,5840,0.00,100.000%,.17123,0.35,0.00,2095.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /-496,1,5832,5832,5832,0.00,100.000%,.17147,0.35,0.00,2095.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=269366&ck=1&ref=https://www.netshoes.com.br/recommendations-497,1,191,191,191,0.00,0.000%,5.23560,2.08,5.12,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=269393&ck=1&ref=https://www.netshoes.com.br/recommendations-498,1,186,186,186,0.00,0.000%,5.37634,2.14,5.26,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=288438&ck=1&ref=https://www.netshoes.com.br/bota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006-500,1,196,196,196,0.00,0.000%,5.10204,2.03,4.02,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=288434&ck=1&ref=https://www.netshoes.com.br/bota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006-499,1,190,190,190,0.00,0.000%,5.26316,2.09,6.41,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/sodar-610,1,86,86,86,0.00,0.000%,11.62791,6.22,18.20,548.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /safeframe/1-0-39/html/container.html-611,1,195,195,195,0.00,0.000%,5.12821,19.17,2.88,3827.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-adventure-masculina-970-tratorada-cano-baixo/06/EZJ-0328-006/EZJ-0328-006_zoom2.jpg-612,1,65,65,65,0.00,0.000%,15.38462,109.19,8.56,7268.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom2.jpg-613,1,15,15,15,0.00,0.000%,66.66667,532.62,35.68,8181.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=487131522&t=event&ni=0&cu=BRL&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26q%3Dbotas%2Bmasculino&ul=pt-br&de=UTF-8&dt=Botas%20Masculino%20-%20Compre%20Online%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=Enhanced_Ecommerce&ea=Click_List&el=0DL-0398&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826665988&_u=yCECAAILSAAAACAMI~&jid=495501856&gjid=1469831054&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&gtm=2wgb20TKR935S&pal=Resultado%20de%20Busca&pa=click&pr1id=0DL-0398&pr1nm=Bota%20Advententure%20Masculino%20Coturno&pr1br=Torrenezzi&pr1ca=Casual%20-%20Botas&pr1va=Preto&pr1ps=1&pr1cd108=sem_cupom&pr1cd34=50%25&z=1663892075-614,1,70,70,70,0.00,0.000%,14.28571,8.69,18.05,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=495501856&gjid=1469831054&_gid=2117361916.1667825749&_u=yCECAAILSAAAACAMI~&z=1267698222-615,1,196,196,196,0.00,0.000%,5.10204,3.50,3.16,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-617,1,90,90,90,0.00,0.000%,11.11111,7.36,5.89,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-616,1,87,87,87,0.00,0.000%,11.49425,7.61,6.06,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /bota-advententure-masculino-coturno-preto-0DL-0398-006-618,1,80,80,80,0.00,0.000%,12.50000,537.70,7.43,44048.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom4.jpg-622,1,27,27,27,0.00,0.000%,37.03704,71.72,20.44,1983.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom2.jpg-623,1,21,21,21,0.00,0.000%,47.61905,102.07,26.27,2195.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom1.jpg-620,1,21,21,21,0.00,0.000%,47.61905,135.09,26.27,2905.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom1.jpg-619,1,33,33,33,0.00,0.000%,30.30303,834.10,16.72,28186.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom3.jpg-624,1,18,18,18,0.00,0.000%,55.55556,116.16,30.65,2141.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /V4/implantation/index.js-625,1,873,873,873,0.00,0.000%,1.14548,46.82,0.47,41851.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /seo/content/0DL-0398-626,1,21,21,21,0.00,0.000%,47.61905,32.23,31.81,693.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom1.jpg-621,1,19,19,19,0.00,0.000%,52.63158,1448.70,29.04,28186.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /wishlist/0DL-0398-006-629,1,58,58,58,0.00,0.000%,17.24138,18.98,10.71,1127.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /wishlist/0DL-0398-006-630,1,71,71,71,0.00,0.000%,14.08451,15.34,8.75,1115.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /countdown/0DL-0398-006-632,1,20,20,20,0.00,0.000%,50.00000,36.33,33.50,744.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /lojista/preview/alves-e-santos-calcado-631,1,16,16,16,0.00,0.000%,62.50000,71.90,42.85,1178.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /minicart-638,1,73,73,73,0.00,0.000%,13.69863,13.08,8.99,978.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events_recipes/netshoes_events.js-637,1,82,82,82,0.00,0.000%,12.19512,19.29,5.62,1620.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-633,1,327,327,327,0.00,0.000%,3.05810,52.34,2.01,17527.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-634,1,392,392,392,0.00,0.000%,2.55102,33.93,1.67,13619.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/38/0DL-0398-138/0DL-0398-138_thumb1.jpg-628,1,16,16,16,0.00,0.000%,62.50000,70.80,34.48,1160.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_thumb1.jpg-627,1,14,14,14,0.00,0.000%,71.42857,82.03,39.41,1176.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations/buytogether-636,1,224,224,224,0.00,0.000%,4.46429,32.82,3.25,7529.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=514242815&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-advententure-masculino-coturno-preto-0DL-0398-006&dp=%2Fbota-advententure-masculino-coturno-preto-0DL-0398-006&ul=pt-br&de=UTF-8&dt=Bota%20Advententure%20Masculino%20Coturno%20-%20Preto%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826676690&_u=AAECAAABSAAAACAAI~&jid=1283521794&gjid=658621133&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&_slc=1&cd16=PDP&cd17=%2Fbota-advententure-masculino-coturno-preto-0DL-0398-006&cd18=&cd19=product%20detail&cd43=Casual&z=468621072-639,1,71,71,71,0.00,0.000%,14.08451,8.60,16.85,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /c/hotjar-58506.js-640,1,68,68,68,0.00,0.000%,14.70588,40.61,5.77,2828.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recommendations-635,1,302,302,302,0.00,0.000%,3.31126,52.11,2.18,16114.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-couro-bull-terrier-range/06/A52-0085-006/A52-0085-006_zoom1.jpg-643,1,14,14,14,0.00,0.000%,71.42857,482.77,48.97,6921.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-masculino-bota-adventure-relogio/06/JZA-0629-006/JZA-0629-006_zoom1.jpg-644,1,14,14,14,0.00,0.000%,71.42857,494.28,49.73,7086.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-642,1,136,136,136,0.00,0.000%,7.35294,449.40,3.02,62585.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=1366640238&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dmiddle&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dmiddle&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=1306x348&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826677369&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=1802381534-645,1,65,65,65,0.00,0.000%,15.38462,9.36,18.43,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /aperture/aperture.js-647,1,32,32,32,0.00,0.000%,31.25000,423.07,12.21,13863.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frame-image-br/bg.png-646,1,105,105,105,0.00,0.000%,9.52381,4.80,4.91,516.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/38/0DL-0398-138/0DL-0398-138_zoom1.jpg-648,1,27,27,27,0.00,0.000%,37.03704,410.59,22.97,11352.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-masculina-c-ziper-camurca-confeccionada-em-couro-robusta-35200/06/0DL-0396-006/0DL-0396-006_zoom1.jpg-649,1,21,21,21,0.00,0.000%,47.61905,447.31,30.74,9619.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-masculino-stefanini-premium/06/0ST-0077-006/0ST-0077-006_zoom1.jpg-651,1,14,14,14,0.00,0.000%,71.42857,677.11,44.64,9707.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_zoom1.jpg-641,1,14,14,14,0.00,0.000%,71.42857,620.05,49.39,8889.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-bota-adventure-masculina-langona-lancamento/06/BF5-0000-006/BF5-0000-006_zoom1.jpg-655,1,17,17,17,0.00,0.000%,58.82353,624.89,37.40,10878.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frame-image-br/bg.png-656,1,29,29,29,0.00,0.000%,34.48276,17.38,18.72,516.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-658,1,27,27,27,0.00,0.000%,37.03704,17.32,75.99,479.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-657,1,146,146,146,0.00,0.000%,6.84932,5.46,4.92,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=706477384&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dtop&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dtop&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826678416&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=1426884379-659,1,66,66,66,0.00,0.000%,15.15152,9.22,17.93,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-654,1,148,148,148,0.00,0.000%,6.75676,2.89,2.90,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-masculina-coturno-masculino-casual-confortavel/06/4W9-0166-006/4W9-0166-006_zoom1.jpg-650,1,20,20,20,0.00,0.000%,50.00000,452.00,31.79,9257.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-sender-ziper-suits-masculina/06/NCU-0006-006/NCU-0006-006_zoom1.jpg-652,1,14,14,14,0.00,0.000%,71.42857,448.94,44.71,6436.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-660,1,77,77,77,0.00,0.000%,12.98701,201.83,4.96,15914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-masculina/06/8LQ-0033-006/8LQ-0033-006_zoom1.jpg-653,1,13,13,13,0.00,0.000%,76.92308,693.58,46.72,9233.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-661,1,64,64,64,0.00,0.000%,15.62500,9.19,15.03,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-663,1,19,19,19,0.00,0.000%,52.63158,30.94,51.60,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=1283521794&gjid=658621133&_gid=2117361916.1667825749&_u=AAECAAAASAAAACAAI~&z=1522496357-665,1,71,71,71,0.00,0.000%,14.08451,9.66,8.73,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-662,1,144,144,144,0.00,0.000%,6.94444,13.71,5.24,2021.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/me/session-id-664,1,162,162,162,0.00,0.000%,6.17284,5.36,2.71,889.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-668,1,82,82,82,0.00,0.000%,12.19512,8.07,6.48,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-667,1,69,69,69,0.00,0.000%,14.49275,9.60,7.66,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-669,1,247,247,247,0.00,0.000%,4.04858,2.47,3.70,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-670,1,186,186,186,0.00,0.000%,5.37634,3.26,4.88,620.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/client/sites/58506/visit-data?sv=5-666,1,891,891,891,0.00,0.000%,1.12233,0.47,0.73,429.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-672,1,14,14,14,0.00,0.000%,71.42857,41.99,70.03,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /plugin/my-product-id-671,1,178,178,178,0.00,0.000%,5.61798,5.01,3.01,914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=384241335&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dbottom&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3D0DL-0398-006%26position%3Dbottom&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=1306x416&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826680716&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=1294359051-673,1,124,124,124,0.00,0.000%,8.06452,4.91,9.66,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-674,1,222,222,222,0.00,0.000%,4.50450,3.59,3.23,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-676,1,185,185,185,0.00,0.000%,5.40541,3.30,4.99,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /V4/implantation//index.css-675,1,142,142,142,0.00,0.000%,7.04225,12.35,3.01,1796.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /font/stores/fontRuler/fonts/untitled-font-3.woff-678,1,28,28,28,0.00,0.000%,35.71429,67.42,18.42,1933.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /icons/shoeBoldWhite.svg-679,1,20,20,20,0.00,0.000%,50.00000,57.62,21.09,1180.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /metadata-680,1,68,68,68,0.00,0.000%,14.70588,28.00,40.90,1950.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/me/analysis/12330739-677,1,154,154,154,0.00,100.000%,6.49351,5.51,3.27,869.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /search/generated/netshoes-br/loader.js-682,1,64,64,64,0.00,0.000%,15.62500,6.03,7.26,395.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-681,1,178,178,178,0.00,0.000%,5.61798,612.88,2.30,111710.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/current.js-684,1,34,34,34,0.00,0.000%,29.41176,3104.61,13.41,108090.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gtm.js-683,1,193,193,193,0.00,0.000%,5.18135,591.89,2.13,116977.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-685,1,93,93,93,0.00,0.000%,10.75269,13.00,5.46,1238.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-686,1,32,32,32,0.00,0.000%,31.25000,18.37,30.24,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-689,1,201,201,201,0.00,0.000%,4.97512,2.99,4.61,615.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/recommend/all-687,1,491,491,491,0.00,0.000%,2.03666,47.90,3.54,24085.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /track/pageView-688,1,150,150,150,0.00,0.000%,6.66667,4.79,5.23,735.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-691,1,25,25,25,0.00,0.000%,40.00000,18.71,81.84,479.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/06/0DL-0398-006/0DL-0398-006_detalhe1.jpg-693,1,30,30,30,0.00,0.000%,33.33333,297.98,16.83,9154.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/product/viewAndSave-692,1,142,142,142,0.00,0.000%,7.04225,5.30,27.28,771.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/camiseta-basica-aleatory-masculino/89/E83-3351-089/E83-3351-089_detalhe1.jpg-695,1,26,26,26,0.00,0.000%,38.46154,230.17,19.38,6128.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/oculos-de-sol-masculino-ermenegildo-zegna-0133/08/L86-0121-008/L86-0121-008_detalhe1.jpg-696,1,14,14,14,0.00,0.000%,71.42857,264.44,36.83,3791.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/0DL-0398-006-697,1,64,64,64,0.00,0.000%,15.62500,36.91,7.45,2419.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/E83-3351-089-698,1,16,16,16,0.00,0.000%,62.50000,103.39,29.79,1694.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/L86-0121-008-699,1,16,16,16,0.00,0.000%,62.50000,110.60,29.79,1812.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-690,1,138,138,138,0.00,0.000%,7.24638,3.10,3.11,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/page/view-694,1,150,150,150,0.00,0.000%,6.66667,5.89,12.40,904.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/MRW-0022-016-701,1,16,16,16,0.00,0.000%,62.50000,115.48,29.79,1892.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/DEB-1195-040-700,1,16,16,16,0.00,0.000%,62.50000,114.32,29.79,1873.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/5VC-0094-008-702,1,15,15,15,0.00,0.000%,66.66667,100.72,31.77,1547.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/v0.0.113/assets/netshoes-br/images/prev.png-703,1,20,20,20,0.00,0.000%,50.00000,79.74,23.05,1633.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/E63-4378-138-704,1,15,15,15,0.00,0.000%,66.66667,151.11,31.77,2321.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-advententure-masculino-coturno/38/0DL-0398-138/0DL-0398-138_detalhe1.jpg-705,1,13,13,13,0.00,0.000%,76.92308,656.10,38.84,8734.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/6UP-0021-008-706,1,15,15,15,0.00,0.000%,66.66667,103.52,31.77,1590.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/46D-0098-172-707,1,103,103,103,0.00,0.000%,9.70874,15.03,4.63,1585.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-masculina-adventure-casual-tratorada-/38/5UP-0014-138/5UP-0014-138_detalhe1.jpg-708,1,18,18,18,0.00,0.000%,55.55556,490.56,28.86,9042.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-adventure-masculina-970-tratorada-cano-baixo/06/EZJ-0328-006/EZJ-0328-006_detalhe1.jpg-709,1,22,22,22,0.00,0.000%,45.45455,298.65,23.93,6728.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/E86-6593-008-710,1,29,29,29,0.00,0.000%,34.48276,53.24,16.43,1581.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/3GZ-4547-014-712,1,16,16,16,0.00,0.000%,62.50000,100.95,29.79,1654.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-lorenzzo-lopez-aventura-masculino/06/JZA-0654-006/JZA-0654-006_detalhe1.jpg-714,1,16,16,16,0.00,0.000%,62.50000,507.08,31.92,8308.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/R67-0659-010-715,1,15,15,15,0.00,0.000%,66.66667,127.54,31.77,1959.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/F61-7378-064-713,1,15,15,15,0.00,0.000%,66.66667,114.78,31.77,1763.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-masculina-coturno-masculino-adventure-confortavel/06/4W9-0123-006/4W9-0123-006_detalhe1.jpg-716,1,15,15,15,0.00,0.000%,66.66667,572.01,34.90,8786.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-adventure-masculina-coturno-motociclista-trilha/06/7FR-0000-006/7FR-0000-006_detalhe1.jpg-717,1,13,13,13,0.00,0.000%,76.92308,474.01,40.11,6310.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-masculina-coturno-masculino-adventure-confortavel/22/4W9-0123-822/4W9-0123-822_detalhe1.jpg-718,1,14,14,14,0.00,0.000%,71.42857,591.80,37.39,8484.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/G5H-0064-006-719,1,16,16,16,0.00,0.000%,62.50000,85.82,29.79,1406.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/JJE-0275-006-720,1,16,16,16,0.00,0.000%,62.50000,94.60,29.79,1550.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-adventure-masculina-trilha-hangar-520/06/6FQ-0021-006/6FQ-0021-006_detalhe1.jpg-721,1,14,14,14,0.00,0.000%,71.42857,476.00,37.11,6824.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-711,1,146,146,146,0.00,0.000%,6.84932,8.28,3.48,1238.0
