Rótulo,# Amostras,Média,Mín.,Máx.,Desvio Padrão,% de Erro,Vazão,KB/s,Sent KB/sec,Média de Bytes
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /a-523,1,127,127,127,0.00,0.000%,7.87402,2.48,4.24,322.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/EZJ-0328-006/lazy-529,1,22,22,22,0.00,0.000%,45.45455,36.49,29.96,822.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/2YM-0150-004/lazy-530,1,16,16,16,0.00,0.000%,62.50000,36.93,41.20,605.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/7FR-0000-006/lazy-531,1,21,21,21,0.00,0.000%,47.61905,33.20,31.39,714.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gampad/ads-518,1,147,147,147,0.00,0.000%,6.80272,8.90,9.98,1340.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-533,1,76,76,76,0.00,0.000%,13.15789,15.89,6.68,1237.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-535,1,201,201,201,0.00,0.000%,4.97512,3.04,4.61,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /canonical.html-537,1,35,35,35,0.00,0.000%,28.57143,8.31,9.04,298.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-536,1,135,135,135,0.00,0.000%,7.40741,5.90,3.12,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/recommend/all-534,1,773,773,773,0.00,0.000%,1.29366,66.38,4.10,52546.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-541,1,16,16,16,0.00,0.000%,62.50000,13.18,19.90,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /success.txt-542,1,15,15,15,0.00,0.000%,66.66667,14.06,21.22,216.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsense/search/async-ads.js-538,1,128,128,128,0.00,0.000%,7.81250,418.98,3.08,54916.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/events.js-540,1,281,281,281,0.00,0.000%,3.55872,178.89,1.52,51474.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /bcbszqrxcqd-539,1,1995,1995,1995,0.00,0.000%,.50125,0.75,0.48,1530.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-544,1,28,28,28,0.00,0.000%,35.71429,86.98,14.16,2494.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-543,1,93,93,93,0.00,0.000%,10.75269,22.03,17.27,2098.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/client/sites/58506/visit-data?sv=5-532,1,901,901,901,0.00,0.000%,1.10988,0.46,0.72,429.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/1p-user-list/1066460180/-545,1,110,110,110,0.00,0.000%,9.09091,6.58,14.44,741.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/1p-user-list/1066460180/-546,1,106,106,106,0.00,0.000%,9.43396,6.83,15.01,741.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/page/view-547,1,138,138,138,0.00,0.000%,7.24638,6.39,12.58,903.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-548,1,133,133,133,0.00,0.000%,7.51880,9.25,3.17,1260.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-549,1,105,105,105,0.00,0.000%,9.52381,8.73,3.99,939.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /showcase-550,1,414,414,414,0.00,0.000%,2.41546,5.19,3.12,2202.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /event-551,1,432,432,432,0.00,0.000%,2.31481,9.74,2.36,4310.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /recaptcha/api2/aframe-554,1,68,68,68,0.00,0.000%,14.70588,23.32,7.34,1624.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /get.php-553,1,192,192,192,0.00,0.000%,5.20833,2.64,2.20,519.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-556,1,146,146,146,0.00,0.000%,6.84932,5.46,5.78,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-552,1,601,601,601,0.00,0.000%,1.66389,0.71,0.71,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-558,1,424,424,424,0.00,0.000%,2.35849,2.37,2.63,1030.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/config.js-561,1,276,276,276,0.00,0.000%,3.62319,5.38,1.62,1521.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i18n/pixel/identify.js-557,1,308,308,308,0.00,0.000%,3.24675,100.47,1.28,31689.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-562,1,280,280,280,0.00,0.000%,3.57143,3.60,3.93,1033.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-559,1,251,251,251,0.00,0.000%,3.98406,4.01,4.03,1030.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-560,1,254,254,254,0.00,0.000%,3.93701,3.97,3.96,1033.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gampad/ads-555,1,530,530,530,0.00,0.000%,1.88679,2.43,4.14,1321.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/kit-cueca-boxer-mash-3-pecas/42/044-4415-342/044-4415-342_detalhe1.jpg-563,1,36,36,36,0.00,0.000%,27.77778,151.91,13.83,5600.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-564,1,309,309,309,0.00,0.000%,3.23625,2.65,3.62,839.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-breaknet-floral-feminino/14/FB8-0171-014/FB8-0171-014_detalhe1.jpg-567,1,17,17,17,0.00,0.000%,58.82353,293.77,29.81,5114.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-565,1,234,234,234,0.00,0.000%,4.27350,3.50,4.92,838.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-566,1,155,155,155,0.00,0.000%,6.45161,7.79,3.28,1237.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-573,1,21,21,21,0.00,0.000%,47.61905,27.99,45.90,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /r/__utm.gif-568,1,102,102,102,0.00,0.000%,9.80392,5.65,9.50,590.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-breaknet-leo-cano-baixo-feminino/28/FB8-0172-028/FB8-0172-028_detalhe1.jpg-570,1,18,18,18,0.00,0.000%,55.55556,247.72,28.59,4566.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-572,1,16,16,16,0.00,0.000%,62.50000,36.74,86.43,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-olympikus-easy-feminino/83/D22-2763-483/D22-2763-483_detalhe1.jpg-574,1,16,16,16,0.00,0.000%,62.50000,469.48,31.19,7692.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-571,1,16,16,16,0.00,0.000%,62.50000,36.74,88.20,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-converse-all-star-chuck-taylor-couro-/14/D26-6221-014/D26-6221-014_detalhe1.jpg-575,1,16,16,16,0.00,0.000%,62.50000,245.30,32.04,4019.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-569,1,15,15,15,0.00,0.000%,66.66667,39.19,140.82,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-grand-court-alpha-feminino/12/FB8-0178-112/FB8-0178-112_detalhe1.jpg-577,1,15,15,15,0.00,0.000%,66.66667,201.43,33.92,3094.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-fila-f-town-feminino/24/I6E-0169-024/I6E-0169-024_detalhe1.jpg-576,1,29,29,29,0.00,0.000%,34.48276,91.86,17.11,2728.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-couro-adidas-farm-grand-court-feminino/14/FB8-0177-014/FB8-0177-014_detalhe1.jpg-578,1,17,17,17,0.00,0.000%,58.82353,441.98,30.22,7694.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-grand-court-20-feminino/14/FB8-0195-014/FB8-0195-014_detalhe1.jpg-579,1,15,15,15,0.00,0.000%,66.66667,163.87,33.72,2517.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-oakley-stratus-masculino/75/PFN-1494-375/PFN-1494-375_detalhe1.jpg-580,1,19,19,19,0.00,0.000%,52.63158,287.62,26.32,5596.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/calca-jeans-skinny-grifle-lisa-masculina/08/KLL-0457-008/KLL-0457-008_detalhe1.jpg-581,1,16,16,16,0.00,0.000%,62.50000,314.45,31.86,5152.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-adidas-grand-court-beyond-masculino/44/FB8-0393-044/FB8-0393-044_detalhe1.jpg-582,1,17,17,17,0.00,0.000%,58.82353,259.65,30.04,4520.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-nike-air-max-excee-masculino/14/2IC-9893-014/2IC-9893-014_detalhe1.jpg-583,1,17,17,17,0.00,0.000%,58.82353,311.70,29.64,5426.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-nike-revolution-6-next-nature-feminino/43/2IC-4364-943/2IC-4364-943_detalhe1.jpg-584,1,17,17,17,0.00,0.000%,58.82353,293.54,30.22,5110.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-nike-downshifter-12-feminino/18/2IC-7627-118/2IC-7627-118_detalhe1.jpg-585,1,16,16,16,0.00,0.000%,62.50000,326.78,31.49,5354.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/tenis-nike-revolution-6-next-nature-feminino/38/2IC-4364-138/2IC-4364-138_detalhe1.jpg-586,1,21,21,21,0.00,0.000%,47.61905,361.33,24.46,7770.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/camisa-brasil-10-neymar-azul-infantil/08/AE6-0353-008/AE6-0353-008_detalhe1.jpg-587,1,15,15,15,0.00,0.000%,66.66667,397.79,33.79,6110.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-588,1,52,52,52,0.00,0.000%,19.23077,9.00,37.52,479.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-589,1,18,18,18,0.00,0.000%,55.55556,25.07,134.98,462.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jsdata?-590,1,18,18,18,0.00,0.000%,55.55556,25.07,134.60,462.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-592,1,75,75,75,0.00,0.000%,13.33333,207.21,5.09,15914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-593,1,411,411,411,0.00,0.000%,2.43309,2.45,2.77,1031.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pagead/sodar-598,1,103,103,103,0.00,0.000%,9.70874,5.20,4.52,548.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/pixel-594,1,301,301,301,0.00,0.000%,3.32226,2.72,4.40,839.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /sa/me-591,1,204,204,204,0.00,0.000%,4.90196,3.14,2.43,655.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/monitor-597,1,526,526,526,0.00,0.000%,1.90114,1.92,2.15,1032.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/viewRecommendations-595,1,151,151,151,0.00,0.000%,6.62252,4.33,18.00,670.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/viewRecommendations-596,1,158,158,158,0.00,0.000%,6.32911,4.15,17.04,671.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /94f77506-25ad-493e-8719-4d2bb5aa5625.json-599,1,418,418,418,0.00,0.000%,2.39234,6.94,1.16,2969.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-601,1,182,182,182,0.00,0.000%,5.49451,3.10,4.00,577.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /setcookie.html-603,1,101,101,101,0.00,0.000%,9.90099,11.06,4.97,1144.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /mercurio.html-604,1,20,20,20,0.00,0.000%,50.00000,44.63,24.51,914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /generate_204-602,1,131,131,131,0.00,0.000%,7.63359,2.24,3.45,300.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-600,1,159,159,159,0.00,0.000%,6.28931,12.41,4.26,2021.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-605,1,70,70,70,0.00,0.000%,14.28571,4.98,11.40,357.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-609,1,16,16,16,0.00,0.000%,62.50000,21.79,55.42,357.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-608,1,16,16,16,0.00,0.000%,62.50000,21.79,45.47,357.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-606,1,17,17,17,0.00,0.000%,58.82353,34.58,81.17,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-607,1,188,188,188,0.00,0.000%,5.31915,3.10,3.96,597.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=249355&ck=1&ref=https://www.netshoes.com.br/busca-861,1,187,187,187,0.00,0.000%,5.34759,2.13,9.36,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=250389&ck=1&ref=https://www.netshoes.com.br/busca-862,1,205,205,205,0.00,0.000%,4.87805,1.94,5.01,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-863,1,39,39,39,0.00,0.000%,25.64103,9.62,80.38,384.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /busca-864,1,78,78,78,0.00,0.000%,12.82051,771.22,7.42,61599.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/CDT-2021-008/lazy-871,1,15,15,15,0.00,0.000%,66.66667,47.79,44.01,734.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/sandalia-infantil-grendene-kids-marvel-hero-stickers-gaspea-baby-menino-/08/CDT-2021-008/CDT-2021-008_zoom1.jpg-867,1,22,22,22,0.00,0.000%,45.45455,258.21,26.01,5817.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/chinelo-bebe-rider-papete-free/38/G71-1151-338/G71-1151-338_zoom1.jpg-872,1,17,17,17,0.00,0.000%,58.82353,345.30,31.25,6011.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/AMM-2566-006/lazy-873,1,15,15,15,0.00,0.000%,66.66667,47.59,44.01,731.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/sandalia-molekinho-casual-menino/06/AMM-2566-006/AMM-2566-006_zoom1.jpg-870,1,17,17,17,0.00,0.000%,58.82353,297.39,31.36,5177.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/chinelo-juvenil-rider-free-style-papete-unissex/18/G71-1164-018/G71-1164-018_zoom1.jpg-869,1,15,15,15,0.00,0.000%,66.66667,336.78,36.52,5173.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-865,1,105,105,105,0.00,0.000%,9.52381,11.55,4.02,1242.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/G71-1151-338/lazy-874,1,23,23,23,0.00,0.000%,43.47826,31.21,28.70,735.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/G71-1147-244/lazy-875,1,15,15,15,0.00,0.000%,66.66667,48.24,44.01,741.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gampad/ads-866,1,111,111,111,0.00,0.000%,9.00901,11.82,13.14,1343.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcsts/G71-1164-338/lazy-876,1,16,16,16,0.00,0.000%,62.50000,48.22,41.26,790.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/chinelo-juvenil-rider-free-style-papete-unissex/38/G71-1164-338/G71-1164-338_zoom1.jpg-878,1,24,24,24,0.00,0.000%,41.66667,213.83,22.83,5255.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /minicart-879,1,42,42,42,0.00,0.000%,23.80952,22.74,15.25,978.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-868,1,111,111,111,0.00,0.000%,9.00901,7.33,3.77,833.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /c/hotjar-58506.js-881,1,21,21,21,0.00,0.000%,47.61905,131.46,18.69,2827.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=260548&ck=1&ref=https://www.netshoes.com.br/busca-882,1,1941,1941,1941,0.00,0.000%,.51520,0.20,0.36,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=260546&ck=1&ref=https://www.netshoes.com.br/busca-883,1,194,194,194,0.00,0.000%,5.15464,2.05,6.10,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=260545&ck=1&ref=https://www.netshoes.com.br/busca-884,1,188,188,188,0.00,0.000%,5.31915,2.11,3.39,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=81655744&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26q%3Dchinelos%2Bmeninos&dp=%2Fbusca%3FnsCat%3DNatural%26q%3Dchinelos%20meninos%26searchTermCapitalized%3DChinelos%20Meninos&ul=pt-br&de=UTF-8&dt=Chinelos%20Meninos%20-%20Compre%20Online%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826839234&_u=AAECAAABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=%2Fbusca&cd17=%2Fbusca&cd18=&cd19=&cd22=2208&cd23=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26amp%3Bq%3Dbotas%2Bmasculino&cd43=&z=212841927-880,1,76,76,76,0.00,0.000%,13.15789,8.01,16.18,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oeb20&_p=487131522&cid=408799580.1667825749&ul=pt-br&sr=1680x1050&_s=3&uid=&sid=1667824859&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26q%3Dbotas%2Bmasculino&dr=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26q%3Dbotas%2Bfeminino&dt=Botas%20Masculino%20-%20Compre%20Online%20%7C%20Netshoes&en=user_engagement&_et=81771-885,1,78,78,78,0.00,0.000%,12.82051,6.89,11.31,550.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /actionp/0?ti=4033370&Ver=2&mid=bb7b93c1-9d75-46c2-80a8-8f92d762a553&sid=822e81005e9b11edbfef31cfceffba5f&vid=822ecb305e9b11edb2fced28d1475eaf&vids=0&msclkid=N&evt=pageHide-886,1,149,149,149,0.00,0.000%,6.71141,5.35,4.37,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/chinelo-juvenil-rider-slide-speed/44/G71-1147-244/G71-1147-244_zoom1.jpg-877,1,25,25,25,0.00,0.000%,40.00000,292.93,21.37,7499.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /get.php-184,1,147,147,147,0.00,0.000%,6.80272,3.45,2.88,519.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/recommend/all-185,1,418,418,418,0.00,0.000%,2.39234,122.80,7.46,52563.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_zoom2.jpg-186,1,20,20,20,0.00,0.000%,50.00000,476.32,27.49,9755.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=515852280&t=event&ni=0&cu=BRL&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbusca%3FnsCat%3DNatural%26q%3Dbotas%2Bfeminino&ul=pt-br&de=UTF-8&dt=Botas%20Feminino%20-%20Compre%20Online%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=Enhanced_Ecommerce&ea=Click_List&el=QEJ-0100&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826127194&_u=SCGCAAILSAAAACAMI~&jid=1451217881&gjid=106680999&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&gtm=2wgb20TKR935S&pal=Resultado%20de%20Busca&pa=click&pr1id=QEJ-0100&pr1nm=Bota%20Coturno%20Feminina%20Cadar%C3%A7o%20Z%C3%ADper%20Conforto%20Casual&pr1br=Form%26%2339%3Bs&pr1ca=Casual%20-%20Botas&pr1va=Preto&pr1ps=3&pr1cd108=sem_cupom&pr1cd34=63%25&z=1616644520-187,1,67,67,67,0.00,0.000%,14.92537,9.08,19.39,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=330371&ck=1&ref=https://www.netshoes.com.br/busca-188,1,191,191,191,0.00,0.000%,5.23560,2.08,3.39,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /bota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006-189,1,30,30,30,0.00,0.000%,33.33333,1456.09,20.31,44731.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_templates/personalization/desktop/personalization.min.css-190,1,41,41,41,0.00,0.000%,24.39024,42.99,13.36,1805.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product/personalization/preview/desktop/preview.min.css-191,1,17,17,17,0.00,0.000%,58.82353,93.81,32.74,1633.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product/floating-button/desktop/floating-button.min.css-192,1,88,88,88,0.00,0.000%,11.36364,24.08,6.33,2170.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product/zoom/desktop/zoom.min.css-193,1,22,22,22,0.00,0.000%,45.45455,30.72,24.33,692.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/_behavior/photo-modal/all/photo-modal.min.css-194,1,17,17,17,0.00,0.000%,58.82353,86.28,32.17,1502.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_templates/personalization/form/all/form.min.css-195,1,15,15,15,0.00,0.000%,66.66667,139.52,35.87,2143.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_templates/personalization/builder/all/builder.min.css-196,1,15,15,15,0.00,0.000%,66.66667,134.24,36.26,2062.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /2.49.11/netshoesbr/refactoring-css/_components/product/personalization/builder/slider/all/slider.min.css-198,1,15,15,15,0.00,0.000%,66.66667,64.13,37.24,985.0
